"LWPdate","gxDate","Pot","Species","Treat","Photo","Cond","Ci","Trmmol","VpdL","Tleaf","CO2S","TDR","Ladd","LWP.pd","LWP.md"
2012-12-19,2012-12-19,473,"cacu","dry",3.7409157788,0.0216097938,113.92753736,0.3026129996,1.3840733896,25.83218727,397.91539306,3.35714285714286,1,-1.55,-2.05
2012-12-19,2012-12-19,516,"cacu","wet",18.742274628,0.3664717352,285.519063,3.5664487544,1.0576524268,27.179358674,380.861969,32,1,-0.15,-0.78
2012-12-19,2012-12-19,517,"pira","wet",10.067960898,0.1736908738,285.88419758,2.2354201282,1.32985226,26.48579216,390.10995484,29,1,-0.35,-1.1
2012-12-19,2012-12-19,518,"eusi","wet",11.557736768,0.2243293516,292.59535246,2.7087231818,1.2707634004,26.3090374,387.10363158,32,1,-0.1,-0.65
2012-12-19,2012-12-19,519,"eute","wet",16.165392862,0.265195623,268.91752368,2.73501302,1.1008495022,27.78091011,380.02819822,25,1,-0.05,-0.7
2012-12-19,2012-12-19,566,"eute","dry",9.0957988488,0.063992155,150.75765398,1.0163607152,1.5885073608,28.289765166,389.56773072,4,1,-1.25,-1.95
2012-12-19,2012-12-19,567,"pira","dry",6.9149034436,0.0512072868,171.01196718,0.8299058806,1.6093933766,27.266622924,396.79107668,5,1,-0.7,-1.4
2012-12-19,2012-12-19,568,"eusi","dry",9.4913303576,0.0837206946,201.29108958,1.2034596298,1.4429287754,26.53672981,393.14648436,3,1,-0.75,-2.2
2012-12-19,2012-12-19,569,"cacu","dry",8.4296457336,0.0731321032,197.658956,0.984620959,1.3475585988,27.215159226,392.07886352,4,1,-0.75,-1.25
2012-12-19,2012-12-19,616,"eute","wet",9.82235685725,0.09900937325,220.154278675,0.840004862,0.86053496925,25.95241976,387.888496375,33,1,-0.1,-1.05
2012-12-19,2012-12-19,617,"eusi","wet",10.3829927716667,0.141080558,260.074417466667,1.27335464933333,0.927982765333333,26.4391778316667,387.713979083333,30,1,-0.1,-0.65
2012-12-19,2012-12-19,618,"cacu","wet",20.373896684,0.3988589142,290.76782648,2.9225236148,0.7947215462,26.065919112,384.32437746,21,1,-0.2,-0.55
2012-12-19,2012-12-19,619,"pira","wet",21.358013524,0.80698485,324.1275777,4.3336855682,0.6888218334,25.87665863,382.38376464,25,1,-0.2,0
2012-12-19,2012-12-19,662,"eute","dry",13.26685397,0.1552181538,235.46345342,1.4327268284,0.9598898268,26.343254088,384.46362306,3,1,-0.25,-1.2
2012-12-19,2012-12-19,663,"eusi","dry",16.861576046,0.1867292944,221.98712638,1.742350913,0.9735605416,26.749720766,379.3470215,4,1,-0.9,-2.25
2012-12-19,2012-12-19,664,"pira","dry",14.24476765,0.1394153888,210.04570234,1.6769695572,1.229049971,27.712419512,385.7397583,3,1,-0.5,-1.2
2012-12-19,2012-12-19,665,"cacu","dry",8.3026857932,0.0621968494,172.25002392,0.729739351,1.168592822,26.8292305,394.29440308,4,1,-1.35,-2.05
2013-01-23,2013-01-23,124,"eusi","wet",14.760224402,0.3053107162,290.16507994,3.6825996536,1.3168891472,25.59691467,381.7169983,34,1,-0.14,-1.154
2013-01-23,2013-01-23,125,"eute","wet",19.166221566,0.3564451748,273.10498688,4.0533494668,1.2610328828,25.731048584,374.91212158,25,1,-0.21,-1.2
2013-01-23,2013-01-23,126,"pira","wet",15.485835502,0.2422807948,266.29715962,3.2702602762,1.4286008186,25.993759918,382.48330688,33,1,-0.61,-0.49
2013-01-23,2013-01-23,127,"cacu","wet",12.93778598,0.1634075586,254.01247394,2.4712178518,1.5520312072,25.358298112,393.04828492,19,1,-0.27,-1.038
2013-01-23,2013-01-23,174,"eute","dry",22.533577374,0.2863422702,229.13320032,3.579126473,1.3565969496,25.60453148,372.44926756,25,1,-0.2,-0.68
2013-01-23,2013-01-23,175,"cacu","dry",19.137384946,0.33844884,274.33551468,3.9397308774,1.2670875792,25.016377256,379.42788696,16,1,-0.37,-1.166
2013-01-23,2013-01-23,176,"pira","dry",14.593255044,0.2913021288,291.35513508,3.5332695008,1.303286101,25.021061324,384.6654358,21,1,-0.41,-1.196
2013-01-23,2013-01-23,177,"eusi","dry",25.153617816,0.4269166824,256.77560918,4.2656316268,1.1310267844,26.041990664,368.82471922,16,1,-0.22,-0.588
2013-01-23,2013-01-23,216,"eusi","wet",16.240177456,0.2858742588,278.92687682,2.8326297236,1.0581972406,26.637714768,382.23844604,21,1,-0.3,-1.16
2013-01-23,2013-01-23,217,"pira","wet",12.566572756,0.248524404,296.62558198,2.9585910662,1.2498587372,26.174718476,389.0633606,28,1,-0.37,-0.82
2013-01-23,2013-01-23,218,"cacu","wet",19.253320092,0.3442298202,276.8956355,3.2036384382,1.012237355,25.45885811,379.75858152,23,1,-0.22,-0.642
2013-01-23,2013-01-23,219,"eute","wet",22.08621734,0.4753863678,281.359456,3.9720703646,0.9565276058,27.178495026,371.33716432,28,1,-0.5,-0.84
2013-01-23,2013-01-23,254,"cacu","dry",16.680875636,0.2054216284,242.2877083,2.384129844,1.2098787632,25.796758652,384.86018674,15,8,-0.19,-1.14
2013-01-23,2013-01-23,255,"eute","dry",20.695279538,0.3632347496,267.4748563,3.5276030514,1.077077859,26.129438402,374.14891358,15,8,-0.41,-1.17
2013-01-23,2013-01-23,256,"pira","dry",15.929192692,0.2943267646,287.40241302,3.2889249904,1.1853381192,26.602919768,386.29556884,16,1,-0.62,-0.54
2013-01-23,2013-01-23,257,"eusi","dry",18.701798004,0.3616087174,284.67265922,3.2034411142,0.9679398762,25.460714722,380.39483032,15,8,-0.25,-1.18
2013-01-23,2013-01-23,304,"eusi","wet",17.679828112,0.5398028358,314.29463268,4.7122419516,0.9983387012,26.508979034,379.6140747,34,1,-0.22,-0.663
2013-01-23,2013-01-23,305,"cacu","wet",21.152227354,0.3516787296,277.08956356,3.9934372726,1.210348895,26.633100892,386.76173096,7,48,-0.34,-0.741
2013-01-23,2013-01-23,306,"eute","wet",18.454197928,0.6907759042,317.97373858,4.9351070058,0.871449694,26.612083434,374.40162964,34,1,-0.29,-0.71
2013-01-23,2013-01-23,307,"pira","wet",14.847502418,0.2396360336,271.34005764,2.8177726288,1.2400886664,26.700575256,383.22006224,35,1,-0.41,-0.97
2013-01-23,2013-01-23,358,"cacu","dry",17.541307394,0.2984368124,276.9038749,3.5513923964,1.2633961518,26.801273344,384.13657838,20,1,-0.31,-0.92
2013-01-23,2013-01-23,359,"pira","dry",13.98390841,0.1926332442,255.59581244,2.4549828134,1.3262239206,26.893969726,384.44106446,17,1,-0.45,-1.01
2013-01-23,2013-01-23,360,"eusi","dry",16.650178742,0.3176880654,284.71232576,3.2879903414,1.1151775862,26.710819246,381.49920654,24,1,-0.2,-0.727
2013-01-23,2013-01-23,361,"eute","dry",22.220062128,0.4467203128,276.1921433,3.9655166116,1.0087756886,26.619358446,371.7164856,11,37,-0.21,-0.9
2013-01-23,2013-01-23,412,"eusi","wet",26.381184224,0.8226119544,299.34102374,4.4745618,0.6899296898,25.00644226,366.99816894,19,1,-0.29,-0.961
2013-01-23,2013-01-23,413,"cacu","wet",14.046614636,0.1969231034,254.12404894,2.0908987354,1.1159766786,26.43697281,380.74163816,22,1,-0.25,-0.635
2013-01-23,2013-01-23,414,"eute","wet",16.63290508,0.3985426768,298.11205276,3.4758749152,0.977279774,26.17891388,378.19620358,38,1,-0.29,-1.08
2013-01-23,2013-01-23,415,"pira","wet",12.480462448,0.2406586332,289.94327672,2.6313356668,1.1611462228,26.215542222,384.90366212,32,1,-0.45,-0.9
2013-01-23,2013-01-23,470,"eusi","dry",17.376621326,0.295105597,269.71445608,2.7979848262,1.029701898,25.714513396,377.65659182,19.925,4.775,-0.25,-0.92
2013-01-23,2013-01-23,472,"eute","dry",11.449646462,0.2256134848,291.85812658,2.4069099586,1.1330253126,26.050426102,384.77288208,11,37,-0.204,-0.755
2013-01-23,2013-01-23,473,"cacu","dry",18.035145066,0.2952531724,269.54406424,2.677302406,0.9715000116,26.08153801,379.88773806,19,1,-0.25,-0.88
2013-01-23,2013-01-23,516,"cacu","wet",18.885419886,0.2638198368,262.89499482,2.991214145,1.1839728796,25.646876146,389.56513674,23,1,-0.24,-0.658
2013-01-23,2013-01-23,517,"pira","wet",10.93524681,0.1604958738,270.23477608,1.9748651638,1.2634294124,26.12551956,390.01820068,30,1,-0.45,-1.108
2013-01-23,2013-01-23,518,"eusi","wet",21.567530944,0.3528890186,269.67923184,3.3636268396,1.0274570514,25.425379182,380.77576294,25,1,-0.15,-0.718
2013-01-23,2013-01-23,519,"eute","wet",20.755517206,0.48505258,288.96975838,3.8875628184,0.9225509776,25.802146528,372.30654904,32,1,-0.35,-0.852
2013-01-23,2013-01-23,566,"eute","dry",19.202141244,0.558893214,305.91397562,4.2029759516,0.883898226,26.273295974,374.9358887,16,1,-0.21,-1.8
2013-01-23,2013-01-23,567,"pira","dry",17.601971322,0.3200705656,286.08542594,3.399125538,1.1284453508,26.60406685,386.30986328,14,8,-0.5,-0.87
2013-01-23,2013-01-23,568,"eusi","dry",19.87259119,0.3220794386,266.2770513,2.9806685386,0.9991467996,26.10201416,378.47599486,17,1,-0.175,-0.7
2013-01-23,2013-01-23,569,"cacu","dry",19.70412775,0.3267809338,280.32847458,3.619056136,1.171597272,25.845121002,389.28388672,21,1,-0.25,-1.123
2013-01-23,2013-01-23,616,"eute","wet",13.537451526,0.3837552456,314.00484576,3.28330438,0.9553108962,25.630791476,382.29443358,26,1,-0.25,-1
2013-01-23,2013-01-23,617,"eusi","wet",15.56925904,0.231350751,266.66348984,2.833528076,1.2790048076,26.700432968,386.8196228,28,1,-0.175,-0.98
2013-01-23,2013-01-23,618,"cacu","wet",21.994571818,0.4144548762,288.8094172,4.2814776968,1.114581323,26.160297774,386.82905272,25,1,-0.2,-0.667
2013-01-23,2013-01-23,619,"pira","wet",14.605811818,0.2793489272,291.85505576,2.9942176736,1.1337111608,26.384142684,387.1601196,27,1,-0.39,-1.005
2013-01-23,2013-01-23,662,"eute","dry",18.259273224,0.2420034622,241.21460974,2.7254069404,1.1998279354,27.197146988,376.71677246,15,8,-0.25,-1.08
2013-01-23,2013-01-23,663,"eusi","dry",21.365681706,0.2848818854,239.63353592,2.8540831912,1.074487815,27.183487318,374.51276856,14,8,-0.25,-0.87
2013-01-23,2013-01-23,664,"pira","dry",17.646226138,0.2570738422,267.56218754,2.8175870326,1.1416394752,26.738803098,389.10987548,14,8,-0.4,-0.83
2013-01-23,2013-01-23,665,"cacu","dry",26.869397422,0.420361432,268.9342803,4.3804924022,1.122389546,26.550333786,385.52214356,11,37,-0.31,-0.942
2013-02-20,2013-02-20,124,"eusi","wet",14.72543611,0.3075276742,295.54510682,2.905477654,1.0132121026,28.027848436,383.85910036,32,1,-0.07,-0.67
2013-02-20,2013-02-20,125,"eute","wet",13.816392498,0.301423744,296.59050904,2.7335392196,0.9854712568,27.046707154,381.96528932,30,1,-0.03,-0.45
2013-02-20,2013-02-20,126,"pira","wet",15.595442684,0.5526406212,327.21651928,3.5405649326,0.7360011048,26.092168806,383.04971922,3,1,-0.18,-1.07
2013-02-20,2013-02-20,127,"cacu","wet",17.2317420275,0.24760316275,258.162353975,2.06510742575,0.8790887235,27.9234447475,381.26114655,20,1,-0.15,-0.95
2013-02-20,2013-02-20,174,"eute","dry",29.799824124,0.6070787848,266.3131535,4.0198070722,0.7905000278,25.843289564,363.1732361,12,1,-0.08,-1.12
2013-02-20,2013-02-20,175,"cacu","dry",8.6761443484,0.0724558486,195.35585678,0.9100079452,1.2581266072,26.529925156,395.84907838,11,1,-0.57,-1.08
2013-02-20,2013-02-20,176,"pira","dry",8.8381827848,0.0863445494,216.21989982,0.9806211918,1.1528654596,26.531871032,390.08165894,11,1,-0.16,-1.54
2013-02-20,2013-02-20,177,"eusi","dry",7.680832327,0.0611288116,180.6828127,0.8228093542,1.3519336664,27.482266238,391.70720828,10,1,-0.34,-0.79
2013-02-20,2013-02-20,216,"eusi","wet",17.31008139,0.380057986,298.82329066,5.2603001212,1.493949113,27.19283638,385.92770996,31,1,-0.357,-1.07
2013-02-20,2013-02-20,217,"pira","wet",14.318553078,0.3622226934,311.38823046,3.0504386742,0.9123792072,26.5609066,385.27767944,32,1,-0.238,-0.73
2013-02-20,2013-02-20,218,"cacu","wet",17.66771094,0.3300220268,283.40346522,2.6456057406,0.8664210922,26.918641662,381.0696106,6,45,-0.35,-0.72
2013-02-20,2013-02-20,219,"eute","wet",17.791582504,0.6608204456,317.29348422,6.3382871772,1.1611741368,27.457387926,375.32712402,33,1,-0.069,-1.62
2013-02-20,2013-02-20,254,"cacu","dry",9.0616926234,0.073056068,182.8027277,0.8073749748,1.1113874124,26.345041274,390.11860964,14,1,-0.602,-0.93
2013-02-20,2013-02-20,255,"eute","dry",10.167314646,0.0838839476,182.05337492,1.0367633406,1.2510994302,27.135504148,386.6538574,14,1,-0.48,-1.14
2013-02-20,2013-02-20,256,"pira","dry",8.3344380474,0.0585869864,157.85966334,0.8228096406,1.3988750968,28.030376054,394.4987732,16,1,-0.726,-0.86
2013-02-20,2013-02-20,257,"eusi","dry",10.544034916,0.0998501062,210.76635044,1.5371009626,1.5543753324,27.859124756,391.19307254,14,1,-1.09,-1.62
2013-02-20,2013-02-20,304,"eusi","wet",13.64996618,0.4930424906,328.05256678,4.7244754188,1.0824808322,27.462199784,384.21481932,32,1,-0.302,-0.93
2013-02-20,2013-02-20,305,"cacu","wet",15.532918334,0.321654726,295.75360804,3.8111804482,1.2653976154,27.417568588,385.67947388,5,48,-0.321,-0.72
2013-02-20,2013-02-20,306,"eute","wet",18.378398246,0.46618223,301.2264861,3.2538741534,0.7968969486,27.408562088,377.49188842,36,1,-0.103,-1.16
2013-02-20,2013-02-20,307,"pira","wet",15.501521466,0.2012636724,251.12523468,1.8070007374,0.9307515732,27.933938598,385.22498172,34,1,-0.343,-0.8
2013-02-20,2013-02-20,358,"cacu","dry",17.258094572,0.2318719922,253.5032382,2.1525475394,0.9724529484,26.969805148,384.35476684,9,1,-0.358,-0.59
2013-02-20,2013-02-20,359,"pira","dry",13.605754946,0.2351047048,286.1106015,2.3455299736,1.0417983738,27.29662323,389.40047606,19,1,-0.343,-0.95
2013-02-20,2013-02-20,360,"eusi","dry",18.966645604,0.4647184334,303.39294494,2.9152677554,0.7039113118,26.07462349,380.4666809,20,1,-0.278,-0.91
2013-02-20,2013-02-20,361,"eute","dry",20.719968088,0.3845839504,274.34253478,2.8632982608,0.830602494,26.451257322,374.85491946,12,1,-0.26,-0.48
2013-02-20,2013-02-20,412,"eusi","wet",22.931256516,0.7266769026,306.67585874,5.1048515092,0.8611573234,25.872867202,372.43790284,30.8333333333333,1.21428571428571,-0.35,-1.5
2013-02-20,2013-02-20,413,"cacu","wet",8.0887735194,0.0833369228,228.22344336,1.2535443564,1.5153569372,26.579506302,394.14901734,21,1,-0.225,-0.71
2013-02-20,2013-02-20,414,"eute","wet",13.1637614,0.3439486504,309.55856202,3.4811541726,1.1176251342,25.728747938,383.33668212,26,1,-0.104,-0.36
2013-02-20,2013-02-20,415,"pira","wet",18.981893078,0.4760921014,309.88980676,4.751283505,1.101335501,26.007852172,386.42053834,20,1,-0.223,-0.86
2013-02-20,2013-02-20,470,"eusi","dry",9.0710292052,0.0894858956,216.0867465,1.2463152182,1.4144262342,26.791319272,389.58460084,7,1,-0.62,-1.05
2013-02-20,2013-02-20,472,"eute","dry",13.108393074,0.204496139,269.10732152,2.3523394954,1.2129099996,26.817113114,384.37802734,7,1,-0.384,-0.61
2013-02-20,2013-02-20,473,"cacu","dry",8.5689729356,0.0978014076,244.6326381,1.2894848628,1.3312736882,26.297789764,394.69019164,7,1,-0.601,-0.72
2013-02-20,2013-02-20,516,"cacu","wet",15.059956016,0.2157146908,265.53259152,2.0164994644,0.9730138922,26.342728426,387.9142029,23,1,-0.05,-0.56
2013-02-20,2013-02-20,517,"pira","wet",11.99112627,0.2885773458,311.14056896,2.4934508188,0.9243451562,26.516469956,387.83041992,31,1,-0.02,-0.94
2013-02-20,2013-02-20,518,"eusi","wet",16.587721436,0.3766848072,298.62933506,3.4195652518,0.9924787122,27.905167008,381.4422058,32,1,-0.08,-0.83
2013-02-20,2013-02-20,519,"eute","wet",19.289969078,0.3929617488,281.37531654,3.2337859952,0.9198913166,27.059767914,374.04861448,32,1,-0.03,-0.81
2013-02-20,2013-02-20,566,"eute","dry",10.262641928,0.0742448544,154.88000552,0.831893144,1.1268499354,28.5080101,385.98845214,7,1,-0.21,-1.13
2013-02-20,2013-02-20,567,"pira","dry",10.58870962,0.0787734068,166.73251944,0.951676515,1.2133725594,27.1203907,391.19548952,7,1,-0.23,-1.13
2013-02-20,2013-02-20,568,"eusi","dry",9.651712924,0.0864291446,204.53484238,1.0950303956,1.2746116856,27.40838394,392.94299928,5,6,-1.99,-3.38
2013-02-20,2013-02-20,569,"cacu","dry",9.57449604,0.108740613,240.76165248,0.9437472584,0.8791570394,27.775001146,390.17341312,9,1,-0.39,-0.82
2013-02-20,2013-02-20,616,"eute","wet",9.6478020668,0.1396293088,263.98135272,2.1541055792,1.5964017586,26.762714386,387.56857908,34,1,-0.05,-0.58
2013-02-20,2013-02-20,618,"cacu","wet",27.3786822,0.3141783768,231.9631433,4.8730629454,1.633648698,27.048036578,387.69260864,21,1,-0.06,-0.89
2013-02-20,2013-02-20,619,"pira","wet",24.47208694,0.4019889398,266.21947158,4.4131076568,1.196600509,26.998839568,378.83018796,20,1,-0.36,-0.76
2013-02-20,2013-02-20,662,"eute","dry",18.789509058,0.177275285,191.00660886,2.6687767778,1.5715119776,28.35062523,376.86050414,8,1,-0.07,-0.74
2013-02-20,2013-02-20,663,"eusi","dry",13.700403838,0.1074804666,170.29889646,1.8129155302,1.7094487536,27.626156616,387.0045288,10,1,-0.12,-0.82
2013-02-20,2013-02-20,664,"pira","dry",11.840472868,0.068011488,99.93893443,1.1355525736,1.6749643712,27.430780794,389.49386598,7,1,-0.18,-1.01
2013-02-20,2013-02-20,665,"cacu","dry",11.696658488,0.080640845,148.9356589,1.3742370478,1.7114338172,27.482709122,392.36727294,6,1,-0.41,-1.08
2013-03-21,2013-03-21,124,"eusi","wet",11.404046182,0.3453434518,323.03071296,2.3290210596,0.7431118726,26.125938418,385.5887451,33,1,-0.3,-1.84
2013-03-21,2013-03-21,125,"eute","wet",6.2092641702,0.086694623,269.37647848,0.8750819298,1.0226694824,26.502241516,392.45238038,35,1,-0.14,-1.76
2013-03-21,2013-03-21,126,"pira","wet",33.592393438,0.9458188684,315.9269422,5.6806948252,0.7125987894,25.335660554,386.73841554,35,1,-0.46,-0.86
2013-03-21,2013-03-21,127,"cacu","wet",16.199261458,0.225170424,259.19567898,1.8452157592,0.857912932,25.857460404,385.10356446,30,1,-0.35,-1.715
2013-03-21,2013-03-21,174,"eute","dry",21.708846092,0.5262484512,292.15689106,2.9490156062,0.6509640932,26.857493974,372.08460084,3,1,-0.25,-2.08
2013-03-21,2013-03-21,175,"cacu","dry",0.8543379354,0.0018700528,-384.503106836,0.0216918652,1.139055207,27.273822024,399.08037112,2,1,-3.85,-4.26
2013-03-21,2013-03-21,176,"pira","dry",14.745745942,0.1185099708,181.50494012,1.210109347,1.0312999278,26.93756714,390.24476928,5,1,-0.91,-1.94
2013-03-21,2013-03-21,177,"eusi","dry",10.095573586,0.1071879918,227.5685825,1.1193939552,1.0641663474,27.083065414,388.44884034,19,1,-0.54,-1.05
2013-03-21,2013-03-21,216,"eusi","wet",6.813316255,0.752294893,366.56289892,6.6288515478,1.0671233032,26.226223374,390.28333132,33,1,-0.2,-1.93
2013-03-21,2013-03-21,217,"pira","wet",8.1875879866,0.5872755818,363.53761348,3.7884801168,0.729141731,26.29540863,393.0963318,29,1,-0.5,-1.16
2013-03-21,2013-03-21,218,"cacu","wet",14.031077314,0.2182501756,273.5416176,2.4959608694,1.1963625106,25.296627806,387.9305054,14,1,-0.2,-1.6
2013-03-21,2013-03-21,254,"cacu","dry",3.2760642756,0.0527422086,295.59760188,0.1153623108,0.2178211756,25.622846984,397.73911744,4,1,-2.7,-3.32
2013-03-21,2013-03-21,255,"eute","dry",3.0791763558,0.0807641434,326.12692504,0.9941420676,1.2425279466,28.034726716,395.91063844,5,1,-1.6,-2.15
2013-03-21,2013-03-21,256,"pira","dry",2.3571126712,0.0583099876,326.06121874,0.6852718494,1.1709610662,27.456277464,398.42348022,5,1,-1.05,-2.035
2013-03-21,2013-03-21,257,"eusi","dry",4.3003256762,0.140779936,340.47378646,1.168435621,0.8496655212,26.309947588,396.1022156,5,1,-1.8,-2.96
2013-03-21,2013-03-21,304,"eusi","wet",10.177485144,0.2762265016,318.970738,2.452482982,0.957287679,26.625138474,388.19196776,35,1,-0.15,-1.67
2013-03-21,2013-03-21,305,"cacu","wet",16.251723508,0.2468216004,271.92782006,2.6346627446,1.1165482368,26.782759092,388.8887268,5,1,-0.2,-1.3
2013-03-21,2013-03-21,306,"eute","wet",12.590141126,0.3140579978,308.3216867,3.0220832116,1.050428569,27.301657104,384.37454834,34,1,-0.05,-0.86
2013-03-21,2013-03-21,307,"pira","wet",10.949585526,0.1542038398,264.70586904,1.9026705478,1.2709282232,27.746815492,389.68819578,33,1,-0.35,-1.26
2013-03-21,2013-03-21,358,"cacu","dry",2.0404084594,0.0089275152,28.22053098,0.115613026,1.2778708786,26.978722,399.27905274,4,1,-2.8,-3.158
2013-03-21,2013-03-21,359,"pira","dry",4.6211515026,0.0244073944,82.351688198,0.380491439,1.5548361786,28.34395218,395.41880494,4,1,-0.95,-1.445
2013-03-21,2013-03-21,360,"eusi","dry",8.8041278182,0.1241747444,269.39496264,1.4445308144,1.1848697454,27.12667694,392.6320984,4,1,-0.85,-2.13
2013-03-21,2013-03-21,361,"eute","dry",3.0395355786,0.0187533082,130.39422548,0.286093378,1.5094070062,28.134076306,397.6749756,4,1,-1.3,-2
2013-03-21,2013-03-21,412,"eusi","wet",21.856989316,0.455887711,281.84140988,3.6371255244,0.9049504754,26.67744751,373.3588867,5,48,-0.3,-1.45
2013-03-21,2013-03-21,413,"cacu","wet",15.608934184,0.2628190946,275.80904504,3.086250356,1.2536670828,25.611228182,383.97858888,7,9,-0.2,-1.59
2013-03-21,2013-03-21,414,"eute","wet",11.511539808,0.1923280766,277.20093478,2.265840631,1.2372162576,27.198436356,385.12434692,29,1,-0.05,-0.665
2013-03-21,2013-03-21,415,"pira","wet",14.019355592,0.283513762,298.69289034,3.1165883792,1.1604360194,26.799485778,389.10965576,17,1,-0.35,-0.48
2013-03-21,2013-03-21,470,"eusi","dry",1.4061778882,0.0117920962,199.63658942,0.17784753,1.4938604252,26.807263948,398.35738524,2,1,-3.6,-3.97
2013-03-21,2013-03-21,472,"eute","dry",13.62791465,0.1850365502,252.83110344,2.2802356734,1.2964132042,26.02713089,383.87211916,6,1,-0.2,-0.87
2013-03-21,2013-03-21,473,"cacu","dry",0.6901677358,0.0094402988,275.4681355,0.1352903212,1.4188690712,26.279269792,400.4494568,4,1,-3.2,-3.46
2013-03-21,2013-03-21,516,"cacu","wet",16.597622664,0.3785555596,302.70291014,4.3838015886,1.2605106964,25.679126742,385.90529784,19,1,-0.1,-1.27
2013-03-21,2013-03-21,517,"pira","wet",13.598332196,0.3552421522,315.80134896,5.0492410102,1.529435967,26.724818038,390.4294861,29,1,-0.2,-0.96
2013-03-21,2013-03-21,518,"eusi","wet",16.971048326,0.4359775244,306.35063466,5.0759655534,1.2897601472,26.705573654,382.3777649,27,1,-0.35,-1.33
2013-03-21,2013-03-21,519,"eute","wet",11.407132106,0.143926357,244.02217174,2.2859120464,1.6438237208,27.572444916,384.67045898,35,1,-0.05,-1.062
2013-03-21,2013-03-21,566,"eute","dry",9.7236823656,0.108648841,231.7624633,1.9414343974,1.8295549034,27.668854522,388.80983886,4,1,-0.25,-0.98
2013-03-21,2013-03-21,567,"pira","dry",8.0543430944,0.0614839832,172.71289576,1.2247991198,1.9987401576,27.728896332,394.44557494,5,1,-1.2,-1.74
2013-03-21,2013-03-21,568,"eusi","dry",7.426207519,0.054603476,164.47302034,0.9946872348,1.8281645982,27.154144288,393.42548218,4,1,-1.4,-2.93
2013-03-21,2013-03-21,569,"cacu","dry",5.5559638928,0.0500657892,206.03644798,0.8677761896,1.7372009588,26.775529482,394.19768676,2,1,-2.05,-2.73
2013-03-21,2013-03-21,616,"eute","wet",8.1787118932,0.1015085264,248.7667253,1.411603092,1.4212666808,26.820771026,388.93875124,36,1,-0.05,-0.815
2013-03-21,2013-03-21,617,"eusi","wet",9.0824810944,0.1107574824,251.38314834,1.3545496098,1.2429130868,26.35977516,392.39660646,30,1,-0.15,-0.828
2013-03-21,2013-03-21,618,"cacu","wet",30.157203658,0.564002117,279.27022344,6.6384709274,1.3109364292,27.234790422,381.37693484,9,39,-0.15,-0.888
2013-03-21,2013-03-21,619,"pira","wet",29.334273054,0.8486302492,311.99274752,8.6586517386,1.1990389516,27.03091507,383.09661254,9,39,-0.4,-1.2
2013-03-21,2013-03-21,662,"eute","dry",18.329875554,0.304409134,263.62956936,3.7117860274,1.3278834544,27.55524025,375.62354126,5,1,-0.25,-1.47
2013-03-21,2013-03-21,663,"eusi","dry",3.6684760526,0.0320900268,203.37519736,0.5128931718,1.5925676958,26.91668396,395.65718384,2,1,-3.65,-4.2
2013-03-21,2013-03-21,664,"pira","dry",7.4480916616,0.045844356,127.62030604,0.8160070816,1.7710596948,27.647184372,397.27698974,2,1,-1.35,-2
2013-03-21,2013-03-21,665,"cacu","dry",1.3262856666,0.0337607098,324.63491402,0.6463719084,1.899713714,28.16397705,399.03281862,2,1,-2.65,-3.215
2013-03-26,2013-03-26,123,"cacu","wet",19.85276392,0.3312303702,274.65915566,3.0800331852,0.9989827098,26.990808488,383.1683777,25,1,-0.245,-0.962
2013-03-26,2013-03-26,124,"eusi","wet",16.511527654,0.2999913424,280.80135738,1.8950309448,0.6903127002,25.591488268,380.47506104,33,1,-0.27,-1.266
2013-03-26,2013-03-26,125,"eute","wet",10.277181738,0.1478177398,267.51013326,1.0600538042,0.745492848,25.883716582,387.68008422,35,1,-0.145,-1.225
2013-03-26,2013-03-26,126,"pira","wet",12.684247622,0.2984189874,305.98137628,1.5617057754,0.579438985,25.46791153,384.35662842,35,1,-0.133,-1.245
2013-03-26,2013-03-26,174,"eute","dry",26.643162984,0.3064688046,212.75419918,1.639382447,0.585291423,25.693524932,367.43640748,2.5,1,-0.196,-1.105
2013-03-26,2013-03-26,175,"cacu","dry",0.0661170958,-0.0017995326,453.93317406,-0.0159036542,0.8720523586,26.047058868,400.56828004,1.9,1,-6.701,-10.5
2013-03-26,2013-03-26,176,"pira","dry",9.7198108716,0.0328507986,-90.287097342,0.253432948,0.7716169248,25.604759216,390.79028932,3.6,1,-1.432,-1.36
2013-03-26,2013-03-26,216,"eusi","wet",7.9039939418,0.2759558938,337.5519819,1.878724413,0.7657551848,25.752692794,393.33869018,33,1,-0.315,-1.698
2013-03-26,2013-03-26,217,"pira","wet",20.255266496,0.476751859,298.24784808,2.8161604024,0.7238051794,26.771390912,384.41830444,29,1,-0.411,-1.385
2013-03-26,2013-03-26,218,"cacu","wet",19.322209958,0.1980400666,212.92750444,1.3568293312,0.741979573,26.881916048,386.05585326,14,1,-0.625,-0.978
2013-03-26,2013-03-26,219,"eute","wet",9.2926379072,0.109555046,238.94480964,0.8860034002,0.8559010588,27.836764146,387.9515381,36,1,-0.271,-1.433
2013-03-26,2013-03-26,254,"cacu","dry",0.1429328648,-0.0038239012,450.78104276,-0.0434137284,1.1196435784,25.978858186,399.23222656,3,1,-4.5,-5.639
2013-03-26,2013-03-26,256,"pira","dry",5.0586480026,0.007854302,-638.4414997,0.08360958,1.0568641512,26.10742798,395.30398558,4,1,-1.749,-1.93
